Avg._Area_Income,Avg._Area_House_Age,Avg._Area_Number_of_Rooms,Avg._Area_Number_of_Bedrooms,Area_Population,Price,Address,Price_per_Bedroom
59866.95,5.87,5.9,4.16,32064.6,1039380.72,"179 Larsen Oval
New Matthew, DC 48602-6064",249851.13
64769.64,4.21,7.7,4.16,43510.94,1107286.97,"135 Acosta Isle
West Judith, IN 13641",266174.75
89286.08,5.41,6.8,2.45,26176.77,1340909.8,"8654 Benjamin Harbors Suite 759
South Jenniferland, KY 77429-0386",547310.12
83373.01,6.6,7.42,5.36,25663.23,1335883.83,"622 Justin Valley
Duncanside, MI 86995-3102",249232.06
59278.95,5.95,8.85,3.16,12351.72,1015010.54,"47608 Becky Shores Apt. 271
Fernandezshire, AK 19986-5072",321205.87
71232.91,4.24,5.8,2.07,31088.89,676979.72,"9450 Smith Path Suite 035
Chapmanburgh, NM 22261-2035",327043.34
72102.56,5.78,5.85,2.38,41409.17,1110114.22,"24297 Perez Pine
Brendatown, AZ 78809-0999",466434.55
80528.5,5.64,8.56,5.3,37717.25,1641030.48,"8286 Jennifer Prairie
Lake Georgemouth, OH 74433",309628.39
54051.02,5.37,7.65,3.21,27822.5,914378.33,"PSC 6223, Box 3745
APO AA 82126",284853.06
66465.37,5.62,7.08,6.21,41130.09,1258563.86,"4440 Dennis Green Apt. 666
Barryport, CT 36310-7179",202667.29
70085.95,4.44,7.13,5.22,51446.69,1440909.0,"414 Todd Springs
Port Shannon, AS 60277",276036.21
75475.51,6.21,7.6,6.4,47447.88,1624137.6,"65108 Williams Crescent Apt. 503
Frankshire, VI 46982-4576",253771.5
88824.5,7.67,6.7,4.06,28715.7,1869886.31,"64639 Kristin Locks Suite 724
Derekberg, KY 77496-9751",460563.13
65948.92,4.01,8.85,3.1,41260.92,1302748.86,"6541 Howard Mills
Smithton, AL 96745",420241.57
68219.51,5.68,8.22,6.22,42342.58,1429529.63,"0029 Melinda Neck Apt. 591
Lake Gregoryshire, HI 60267",229827.91
74881.06,5.27,7.39,3.17,23526.5,1023162.95,"7578 Watson Junction Apt. 456
New Stevenstad, UT 73434-4974",322764.34
59886.42,3.44,5.72,3.5,54546.83,673571.35,"USS Hunt
FPO AA 46601",192448.96
75291.06,5.39,7.3,4.06,48224.14,1657667.33,"74152 Lauren Ferry
North Robertton, AS 43153",408292.45
69350.79,6.91,8.29,4.29,36779.06,1392083.82,"USNV Cortez
FPO AE 36896-5919",324495.06
79687.76,6.01,7.34,6.09,20867.67,1360100.72,"932 Schwartz Park Suite 892
South Brian, CT 50166",223333.45
61679.17,6.35,7.11,5.41,34867.99,1103021.38,"PSC 7611, Box 8172
APO AE 25615-0900",203885.65
77527.54,6.46,5.87,4.0,41812.8,1322914.05,"165 Hawkins Estate Suite 143
Toddport, MN 31095",330728.51
65010.55,6.3,7.53,6.32,34706.87,1305185.54,"743 William Mount Suite 503
West Kimberly, MS 27914",206516.7
60503.0,6.57,7.42,5.17,49155.51,1431517.36,"7409 William Mountains
Richardstad, MT 38781",276889.24
52282.12,6.93,6.78,3.05,45867.87,1137446.99,"03508 Shannon Vista Suite 305
Romantown, AL 15977-0442",372933.44
54293.14,4.7,6.94,4.23,49751.63,1010477.39,"79942 Timothy Estates
West Robert, AZ 69359",238883.54
64912.52,7.19,6.03,4.18,48685.42,1449033.43,"690 Susan Isle
Jonville, DE 37992-8552",346658.72
70213.65,5.91,5.83,3.26,34386.43,1064569.61,"8578 Michele Squares Apt. 349
East Bobbychester, MI 75471-8887",326555.1
48640.1,3.66,8.61,4.07,33381.24,607249.42,"4600 Tara Meadow Suite 656
Fernandoport, MP 40164-1720",149201.33
64534.47,3.88,7.38,4.22,52933.67,1202227.96,"129 Webb Ports Apt. 539
Shortland, SD 64926-8296",284888.14
58337.23,5.23,5.68,2.18,38235.03,816813.53,"021 Carroll Unions
Marthaborough, KS 52821-2523",374685.11
78845.76,6.2,5.65,2.3,54845.49,1598159.23,"92450 Aguilar Knolls Apt. 965
Austinburgh, OH 57848-9395",694851.84
74691.95,5.49,7.94,5.29,55403.09,1658381.01,"Unit 1785 Box 7504
DPO AP 49434",313493.57
68217.68,6.37,6.59,3.32,49240.84,1312093.36,"177 Hernandez Path Apt. 695
South Laurastad, ND 37599",395208.84
55306.14,6.13,6.41,4.06,32142.95,647982.65,"38482 Thornton Parkway
Lake Oscar, SD 09937",159601.64
69012.77,6.98,9.84,5.09,33069.76,1492786.63,"87957 Higgins Circles
Joshuahaven, NJ 61021",293278.32
60846.62,4.07,7.67,3.16,28172.07,627733.74,"43955 Vega Stravenue Apt. 071
North Alexandraview, MD 23855",198649.92
93838.1,4.27,8.54,5.5,44138.01,1827500.89,"Unit 8824 Box 5633
DPO AE 40792-0792",332272.89
78918.87,4.65,7.45,3.5,36711.62,1339254.73,"2130 Weiss Mountains Suite 020
West Jomouth, MT 03427",382644.21
83896.36,6.54,5.26,4.36,43672.63,1620949.44,"154 Erica Groves
Lake Kevinfort, MH 40258",371777.39
78501.86,6.9,6.9,3.18,34685.82,1637944.64,"024 Derrick Row Apt. 085
Christiemouth, NE 35543",515076.93
78239.41,4.57,7.03,3.05,36936.63,1216888.02,"12212 Fleming Streets
New Gregoryville, ME 23793",398979.68
70220.04,5.96,6.79,4.47,46222.46,1555497.55,"943 Reese Roads Apt. 389
Weavertown, AR 10413",347986.03
62184.54,4.93,7.43,6.22,26008.31,873048.32,"62280 Taylor Drive Apt. 014
Sarahburgh, GU 68004",140361.47
68201.41,4.2,5.97,2.3,43468.16,846055.72,"0339 Anderson Groves
South Joshua, GA 31409",367850.31
66862.88,7.48,6.23,3.49,15325.65,1028493.6,"6214 Smith Mill Suite 049
Foxland, NV 38613",294697.31
83638.12,7.01,7.0,4.29,24565.98,1569600.45,"7584 Karen Pike
Adambury, UT 30111",365874.23
81149.73,5.48,7.08,3.45,54929.67,1798232.8,"7490 Whitehead Mountain Apt. 278
Bassside, AS 53368-2196",521226.9
75318.69,4.64,8.75,3.45,33280.59,1402146.87,"03839 Edward Trail
Ashleyburgh, CT 52660",406419.38
50847.11,4.97,5.36,4.38,34763.7,398909.51,"6908 King Underpass Suite 740
East Thomas, MP 29298",91075.23
70090.32,5.37,6.2,2.36,26390.81,933157.34,"4626 Jones Shoals Apt. 257
North Kennethchester, PA 67461-9661",395405.65
63629.85,3.56,7.76,5.31,33517.69,712285.83,"915 Brooks Orchard
Amandaville, GU 37093-9400",134140.46
67076.05,4.74,7.23,3.12,40406.51,1261927.42,"124 Kelly Brook
South Alanshire, WY 65658-5841",404463.92
61909.04,6.23,6.59,4.29,28953.93,1063964.29,"74706 Mary Parkway
Cummingsberg, NM 24516",248010.32
66623.69,5.92,6.94,2.03,47995.1,1302029.01,"USS Carr
FPO AE 77602",641393.6
82391.52,7.11,7.7,3.02,33232.34,1957891.59,"23958 Lisa Extensions Apt. 372
Bryantton, CO 76041-0639",648308.47
62917.32,5.47,6.02,2.14,36845.31,849153.12,"7706 Sara Wells
Williamsonberg, MO 07089",396800.52
61214.74,7.1,7.52,6.25,32254.4,1070720.06,"06539 Powers Cliff
Port Brendaland, CO 15197",171315.21
55952.69,4.85,6.32,3.03,30758.28,714166.4,"5368 Mccann Walks Suite 432
South Jessica, PA 51463-6950",235698.48
93993.4,6.15,5.14,3.29,37062.48,1441882.52,"7732 Renee Club Apt. 931
Fordland, FL 74775-2546",438262.16
69436.14,3.72,7.67,3.07,30884.96,693681.0,"787 Jennifer Keys Suite 630
Huntfurt, RI 25704-8481",225954.72
67295.02,4.79,6.98,3.23,40190.1,1060123.73,"4099 Jennifer Mission
Michaelport, ND 68745",328211.68
77825.23,6.72,7.43,5.17,31439.97,1535262.44,"481 Fisher Bridge
East Christina, NV 36023-3431",296955.98
54432.46,6.88,8.0,5.38,41557.58,1454681.94,"6290 Hutchinson Mountains Suite 409
South Alan, NY 44686-8829",270386.98
58180.42,5.08,7.59,3.07,36506.98,1062593.48,"2066 Patricia Unions
Jeanton, OK 53946",346121.65
88904.34,6.85,6.44,2.42,41807.6,1907859.06,"00780 Rollins Locks Suite 785
Shawfurt, GU 97591-6490",788371.51
79442.51,6.3,5.98,2.45,4114.49,965318.7,"479 Kevin Wells
Deborahview, ID 06062-1191",394007.63
67389.9,6.27,5.91,2.35,34710.21,1109640.0,"1004 Williams Tunnel
Crystalfurt, IL 10547-7173",472187.23
64381.08,5.79,6.58,3.2,44712.48,1118595.12,"935 Don Turnpike
Pattersonberg, AL 91146-7775",349560.98
70881.44,4.92,7.63,4.28,36040.21,1049661.04,"50791 Kim Harbor Suite 017
Lake Tony, NY 05606",245247.91
82859.59,8.09,6.93,4.41,60040.55,2294647.78,"75982 Ramos Locks Apt. 667
Nicoleview, SD 33738-0191",520328.29
66736.99,5.45,7.43,6.26,54086.9,1356062.1,"USNS Hoffman
FPO AA 74725",216623.34
66274.46,7.17,5.06,3.15,30082.07,989903.64,"908 Anna View Apt. 406
Carolynberg, VA 74707",314255.12
64621.64,7.24,6.44,3.12,44288.09,1499243.17,"6947 Stevens Pass
Kennethfort, KY 66327",480526.66
67285.32,5.66,6.63,2.21,37956.29,1160246.73,"87390 Tanner Rest
East Stevenland, TX 41310",524998.52
69916.81,6.26,5.86,2.33,41686.41,1302347.57,"1075 Brian Ways Apt. 639
Lake Kristenburgh, CA 39801",558947.45
85802.97,6.16,6.86,4.17,26139.27,1553311.16,"056 Anthony Prairie Apt. 509
Patriciaberg, IA 29424-9623",372496.68
77459.76,4.28,5.98,4.48,37910.29,945252.19,"58899 Bender Brooks
Kimberlyshire, GU 39917-0152",210993.79
69612.4,6.04,7.78,6.36,26489.31,1158697.6,"77466 Wu Heights Suite 176
Smithville, MH 19392-6412",182185.16
74898.66,7.33,4.88,3.45,32530.26,1261239.27,"48186 Pope Mews Apt. 453
Kellyside, ID 42041",365576.6
59483.93,6.53,6.96,3.21,38894.23,1257282.16,"4228 Sharon Field Apt. 583
North Jesus, AS 37342-9751",391676.69
68527.54,5.65,7.67,4.38,34977.45,1279464.65,"6618 Morales Forest
North Lindaville, VI 99688",292115.22
48278.86,5.26,7.44,6.43,51148.23,943854.73,"USS Mcgee
FPO AA 02679-5689",146789.23
74333.54,6.64,5.41,2.1,41440.2,1404540.76,"5686 Diana Ports
Nguyenborough, NC 38005-1050",668828.93
91118.13,4.84,7.52,5.08,23038.45,1296636.27,"6557 Sawyer Ranch Apt. 584
Martinezborough, IN 50000",255243.36
75667.79,5.59,6.94,2.27,46782.39,1450996.04,"94271 Andrea Path
South Matthewborough, NJ 89881",639205.3
81754.91,5.75,8.07,4.04,42975.62,1654965.3,"8173 Blackburn Haven
Strongton, VA 38893",409644.88
62314.21,5.92,6.1,3.21,48263.04,1030866.95,"PSC 7074, Box 4818
APO AE 84281",321142.35
64421.25,7.38,5.11,4.14,42873.05,1204103.09,"0724 Brown Plains Apt. 690
Johnmouth, VA 90102",290846.16
68631.71,5.15,6.73,3.05,39635.83,1115721.69,"PSC 6229, Box 7831
APO AA 50489-4427",365810.39
60317.78,3.52,7.03,3.42,32276.03,606863.14,"472 Lopez Stream
Lake Sheila, OK 00834-5775",177445.36
58387.98,6.72,7.39,3.02,28318.26,971174.99,"742 Aaron Lock
North Christophermouth, NE 48483-1442",321581.12
62406.53,4.9,7.25,6.12,30541.1,1029855.71,"16888 Turner Trail
Gentrytown, MD 77676",168277.08
81025.45,5.89,6.39,4.02,25851.04,1246791.03,"073 Gary Forest
Leahstad, TX 29670-4461",310147.02
75951.57,6.07,5.06,2.33,35230.8,1146886.09,"92857 Robin Forks
Port Mary, LA 43895-7257",492225.79
73480.21,6.18,6.68,4.35,19481.39,1075550.22,"481 Marquez Plaza Suite 172
North Jeffreyborough, PA 66748",247252.92
67535.21,6.8,6.47,2.02,32375.83,1074263.32,"PSC 3192, Box 9068
APO AE 56262",531813.52
61577.43,6.54,6.85,2.27,34810.29,1115394.39,"900 Soto Extension
New Darrellview, NM 85693-1736",491363.17
73388.47,5.21,8.56,3.15,41648.11,1496210.22,"735 Miranda Harbor
Port Cathyside, ME 34166-0132",474987.37
57730.32,5.11,9.0,6.06,42451.31,1299991.95,"USCGC Watson
FPO AP 69692",214520.12
68101.12,7.41,6.28,4.07,29827.67,1446983.54,"899 Pearson Ramp Apt. 209
Port Troyhaven, FM 56837",355524.21
63513.47,6.23,6.68,4.11,46819.13,1257376.17,"USNS Parker
FPO AA 79651",305930.94
75866.04,6.26,6.26,2.48,36698.65,1549303.5,"480 Linda Mission
New Lisaside, MI 92286-9433",624719.15
58696.59,6.09,6.65,3.35,21434.06,828477.29,"025 Vincent Station Suite 738
Carmenfurt, VT 53906",247306.65
76415.55,6.16,6.58,2.15,52719.92,1642011.34,"3134 Kimberly Way Suite 085
West Chase, NC 60049-0645",763726.2
71090.65,4.98,6.23,2.33,26030.46,847387.21,"86862 Howell Meadow
South Ryanmouth, DE 44340",363685.5
67470.51,4.76,6.86,2.33,32200.52,968082.16,"85776 John Ford Apt. 435
Kyleton, AR 58566-5621",415485.91
65244.88,7.73,7.01,6.03,39757.7,1495384.0,"82853 Wagner Pines Apt. 106
West Alicia, MI 56685-2380",247990.71
61249.57,4.18,6.4,3.16,30288.7,678721.88,"9389 Mcdonald Road Suite 415
Jeffreyburgh, GA 90771",214785.41
77502.47,6.5,6.87,4.49,39075.64,1427551.14,"134 Lopez Garden
Lake Joseph, OR 06588-8797",317940.12
51445.19,6.84,7.48,5.16,44966.07,1093873.29,"PSC 6463, Box 8321
APO AP 72947-9628",211990.95
73956.99,6.89,6.25,2.33,46775.81,1653232.55,"4390 Deborah Turnpike Apt. 434
Antoniomouth, HI 12806-7266",709541.87
70221.36,5.2,6.99,3.15,39692.11,1178272.3,"9863 William Falls Apt. 516
New Roberttown, WA 07211-8762",374054.7
58354.57,5.52,6.43,3.18,35765.75,755843.71,"PSC 2237, Box 5511
APO AA 41584-3622",237686.7
79274.8,3.87,8.14,5.18,42773.61,1210366.53,"955 Reed Lake
Wilsonchester, MT 27473",233661.49
58195.29,5.92,6.54,2.33,31789.97,980231.23,"1257 Jennifer Rest
Martinburgh, MT 41177",420700.1
68001.2,5.06,7.23,4.41,47116.06,1122083.25,"Unit 9831 Box 7128
DPO AA 54705",254440.65
80174.92,5.66,6.85,3.18,45233.33,1441376.39,"81230 Justin Turnpike
South Aaronborough, WI 19349-9757",453263.02
57160.2,6.89,6.92,3.13,43467.15,1251794.18,"15828 Marshall Stravenue Suite 199
East Matthewmouth, TN 71861-6319",399934.24
70799.77,6.21,7.32,5.06,33865.62,1257217.29,"4628 Robert Manor
North Larry, ID 51296",248461.92
95000.79,5.37,8.03,5.45,44202.66,1986811.17,"16355 Sullivan Turnpike
West Heather, ID 49211",364552.51
76808.34,7.42,6.74,4.21,31129.64,1550242.01,"8241 Mitchell Locks
East Wendy, UT 08784-8239",368228.51
63167.19,5.85,7.62,3.4,34317.5,1305127.34,"584 Baker Orchard
Whiteborough, CT 87008-0402",383860.98
68366.34,4.33,5.37,2.17,42522.59,940162.72,"0252 Snyder Creek
Rogersshire, ME 28830-8921",433254.71
67920.18,5.64,7.16,3.5,15800.75,690958.55,"12163 Kristen Lakes Apt. 445
Josephview, MA 92779-6662",197416.73
68803.55,4.29,8.04,5.21,39475.4,1153029.62,"194 Diaz Crest
Scottshire, MA 86812-1861",221310.87
62126.75,7.16,8.2,5.38,20803.69,1116487.36,"7831 Schultz Junctions Apt. 671
Masonland, OH 12987",207525.53
76398.38,7.03,6.35,3.42,39014.97,1534171.95,"76681 Mccoy Skyway
Petersonfort, OR 83665",448588.29
55510.47,6.33,8.05,4.24,26153.07,893435.12,"8837 Louis Meadow Apt. 140
South Karenfurt, AL 47724-7760",210715.83
38734.01,5.64,6.3,2.31,38890.89,401148.57,"4317 Heather Port
Hicksland, SC 77008-9209",173657.39
62245.74,4.94,8.4,6.14,44373.63,1290755.04,"356 Butler Knolls
Mcleanport, PA 86805",210220.69
88933.2,6.21,7.08,5.5,52976.31,1865071.41,"912 Torres Harbor Apt. 724
Greenbury, WI 91276-0346",339103.89
58229.77,4.69,7.85,5.03,44972.03,1251430.92,"19565 Figueroa Fords Suite 876
North Chasetown, GU 62357",248793.42
58282.1,6.42,5.52,3.05,49585.56,1133910.65,"8219 Morse Falls
Chapmanmouth, RI 85731-2255",371773.98
73689.43,5.48,8.57,4.02,49240.32,1688093.26,"0850 Lauren Estates
Samanthaburgh, OK 64160-5541",419923.7
61667.72,5.59,7.33,4.2,65184.58,1394132.24,"0563 Taylor Cove
Shelbystad, UT 27501",331936.25
78462.91,5.36,6.48,4.23,17227.91,923444.14,"PSC 0651, Box 2521
APO AP 28493",218308.31
50857.1,5.51,8.53,3.26,40790.18,1131533.56,"USS Brown
FPO AA 43649-1893",347096.18
73331.55,6.67,7.09,3.15,42656.44,1475700.71,"711 Fernando Mews Apt. 275
Lynnshire, NC 83294-4804",468476.42
52541.32,4.89,7.23,3.2,41258.26,842985.85,"40374 Larry Spur Apt. 429
North Amber, DC 93748",263433.08
77922.99,5.93,5.63,4.4,36561.83,1327718.38,"9889 John Extensions Apt. 232
West Jasonberg, PA 30956",301754.18
68811.67,6.47,6.5,2.02,33910.83,1220700.7,"Unit 7703 Box 0736
DPO AA 91775-6852",604307.28
55421.17,8.22,7.53,3.07,30995.21,1403176.43,"3700 James Highway
Daniellebury, WI 06049",457060.73
68776.67,6.11,7.49,4.43,37986.7,1331656.49,"PSC 2952, Box 6680
APO AE 73430",300599.66
55691.5,4.59,7.85,4.18,44019.21,1051567.95,"7654 Kayla Parkways
Gomezstad, NH 48123",251571.28
72654.57,6.11,8.34,3.23,51456.15,1813857.83,"USS Moore
FPO AP 39142",561565.89
67362.46,5.88,7.01,4.21,32363.38,1041237.82,"388 Kelly Spur Suite 956
Salinasfort, OR 53877-4267",247324.9
90864.0,6.31,6.37,2.44,41837.48,1746086.99,"23499 Lara Meadow Apt. 882
Brownburgh, NM 92521-4124",715609.42
69173.67,6.31,6.15,4.03,44935.38,1412881.78,"596 Jonathan Terrace Apt. 972
Cartershire, NC 82929-1041",350591.01
85592.38,5.58,7.83,6.46,25670.38,1557626.78,"0504 Le Fields
New Amyshire, KY 70651-2966",241118.7
61625.06,7.05,7.46,3.1,52850.41,1797105.1,"66367 Sandra Oval
East Brendaville, NC 08689",579711.32
65198.0,6.81,5.62,4.18,28162.44,923246.86,"86068 James Groves Apt. 998
Jonesborough, NM 97927",220872.45
76009.3,4.75,5.39,3.3,26888.41,834185.58,"1580 Brandi Ford
North Karen, PW 02982-7846",252783.51
69421.03,7.8,6.86,2.46,38962.02,1603749.98,"039 Burns Trace Suite 618
Taylormouth, SD 14667",651930.89
79348.44,5.97,5.81,3.09,50519.29,1510996.44,"Unit 2349 Box 1392
DPO AA 18318-6109",488995.61
81239.17,5.89,7.76,4.04,27384.87,1496539.31,"41013 Christopher Village
South Davidfurt, MP 49129-9503",370430.52
71348.47,5.63,8.09,5.47,45263.04,1447325.64,"PSC 2341, Box 5265
APO AE 46820",264593.35
76024.77,6.7,8.57,5.5,16619.27,1361841.95,"63357 Drake Heights
Aaronberg, HI 66008-8580",247607.63
62421.97,6.17,7.09,5.48,50370.06,1409977.13,"97231 Rice Motorway Apt. 065
North Brenda, VI 95161",257295.1
85192.74,6.5,6.89,2.22,22850.06,1534111.58,"6386 Palmer Underpass Suite 102
Port Jackborough, TX 42754-8619",691041.25
76113.37,5.63,7.07,6.13,46903.74,1484688.23,"6611 Baker Place
Alexmouth, LA 22246",242200.36
75767.7,5.63,8.3,3.37,27444.59,1379169.45,"0627 Jonathan Spurs Apt. 121
Harveystad, VI 29375-3726",409249.09
78070.07,4.44,8.4,3.24,60023.36,1884385.65,"645 Bennett Club
Port Charles, CA 38269",581600.51
70965.07,5.0,7.46,6.26,15482.45,856383.5,"69799 Acevedo Mountain Suite 337
Edwardport, FM 81015-7307",136802.48
83016.43,6.82,6.31,3.46,34140.17,1689512.18,"04706 Perkins Stravenue
South Thomasbury, NM 73947-3435",488298.32
71105.29,5.96,7.78,4.49,48457.02,1640185.8,"595 Alyssa Ranch
Rachelport, FM 60462-6623",365297.51
42814.99,5.25,6.08,4.02,41426.39,452530.18,"8901 Thomas Walk Suite 251
East Stephanieburgh, MN 68081",112569.7
68071.43,4.87,6.11,3.39,35525.88,980145.78,"4137 Sanchez Branch
Knightfort, TN 47663-5001",289128.55
72992.36,4.88,7.6,5.02,35123.38,1449409.44,"956 Chavez Canyon
East Sandra, MA 67391-6972",288726.98
60912.72,4.82,6.82,3.17,41100.33,814784.25,"718 Steve Junctions
Lake Jenniferfurt, PW 52439",257029.73
70670.58,7.6,7.95,5.13,40022.34,1735637.41,"4708 Jonathan Trail Apt. 793
West Marcus, FM 14768-4079",338330.88
52308.34,6.85,5.53,3.49,35703.99,964924.49,"997 Brittany Islands
South Jon, PW 69252-2681",276482.66
68210.63,6.56,7.35,5.37,52591.36,1490718.33,"3230 Lisa Oval
Port Andrew, VT 16432-9135",277601.18
69380.01,5.72,8.02,5.18,28115.6,1086186.43,"68217 Timothy Burg
Steveton, AZ 92285",209688.5
80366.37,6.61,7.31,4.31,42775.98,1759180.04,"Unit 4778 Box 1424
DPO AP 88852",408162.42
74775.22,5.76,6.8,2.06,36903.31,1315828.86,"48865 Reynolds Fork Suite 552
Port Jason, MO 71699-7477",638751.87
65210.24,6.41,7.54,3.11,39286.16,1137685.12,"436 Richardson Crest Apt. 137
Millermouth, IN 67939-9639",365815.15
77336.03,6.2,6.27,4.43,30222.69,1446155.18,"95648 Fleming Plains Suite 220
Patriciaview, GA 57597",326445.86
72661.75,6.47,6.97,4.18,47048.49,1602903.28,"60113 Meredith Roads
Joeburgh, WY 76237-8977",383469.68
78656.38,5.4,7.63,3.13,30157.63,1440246.33,"764 Dawn Skyway
East Robinchester, WV 77718",460142.6
63824.39,4.99,5.0,4.0,40086.46,800146.23,"30812 Castillo Flat
East Danielland, HI 03252-6464",200036.56
74625.74,5.15,9.03,4.44,35548.65,1491538.5,"490 Michael Junctions Suite 275
North Emily, WI 26740",335932.09
60749.23,6.47,6.17,3.25,32891.16,969323.49,"USCGC Robertson
FPO AP 21275",298253.38
68780.91,5.16,7.75,6.2,36591.96,1055772.87,"01954 Moss Forge Suite 859
Josephburgh, IA 25596",170285.95
68923.68,6.65,6.58,4.29,40903.56,1299430.18,"USS Shelton
FPO AA 07065",302897.48
70190.8,6.75,6.66,2.01,29215.14,1340094.97,"USNS Brandt
FPO AE 72594",666713.92
86690.87,6.26,6.68,3.23,42589.62,1723729.66,"7459 Jasmine Brook Suite 688
Hallmouth, ME 52705-6457",533662.43
68935.22,5.53,7.41,5.48,37908.35,1214104.93,"863 Molly Cape
West Brandon, PW 07487-9904",221551.99
56852.0,5.44,5.85,2.21,23915.56,393639.07,"8554 Shannon Port Suite 807
West Cory, PR 35359-9079",178117.23
51586.27,7.61,6.93,3.47,55449.41,1472539.96,"3610 Spears Dam Suite 970
Phillipsberg, OK 85163",424363.1
58276.58,4.36,5.85,4.01,31457.04,502553.05,"63387 Hunter Unions Suite 904
West Lisatown, HI 54243-3440",125324.95
82713.91,6.45,4.58,4.29,29936.4,1296223.71,"90307 Mercer Loaf
Jessicaport, MH 44061",302150.05
73451.09,5.97,5.91,2.1,49251.81,1342814.95,"117 Vargas Burgs
Alexanderport, TN 32519-8521",639435.69
69667.18,7.26,6.57,4.42,53056.06,1698219.76,"71045 Wilkinson Walks Apt. 656
Port Lisachester, OK 32903",384212.62
59375.19,4.61,7.57,4.41,20794.82,555504.15,"4323 Leonard Stravenue
Gardnerburgh, MP 91589-9726",125964.66
66036.74,5.8,7.14,3.02,45577.3,1298980.83,"336 Sawyer Pines Suite 106
North Erin, AR 00934-8650",430126.1
65885.14,7.65,6.2,4.02,34100.92,1440736.58,"8365 Larry Forge Apt. 554
Port Matthew, NE 74887",358392.18
77417.22,5.66,7.58,6.29,26527.3,1145351.16,"286 Michael Knoll
Port Michael, OH 62328-6328",182090.8
78276.4,6.81,7.0,4.23,29483.36,1546957.23,"450 Page Crest
South Heidi, DE 92809",365710.93
67160.85,6.44,6.86,2.12,33805.33,1070818.73,"987 Carl Ports Apt. 028
Chandlerview, TX 89287-8685",505103.17
81835.86,7.75,5.84,3.34,51039.39,1993453.67,"46894 Michelle Fork
Port Colleen, PW 76332-1744",596842.42
61426.0,4.14,6.48,3.32,45701.33,891981.1,"2291 Jones Station Apt. 757
New Rebeccatown, AS 24105-2384",268669.01
80889.67,6.61,7.99,6.18,12513.68,1443842.02,"98428 Monica Shoal
South Jenna, TX 35776",233631.39
91458.33,4.14,5.98,2.31,34252.73,1305219.52,"Unit 2532 Box 5871
DPO AE 51767-2366",565030.1
59119.59,5.46,7.73,6.42,45539.12,1238708.76,"049 Derek Knoll Apt. 118
Marytown, NC 61057",192945.29
77413.93,6.2,6.55,3.21,28795.12,1241386.74,"0271 Charles Vista
Sarahshire, MI 37710-8022",386724.84
60421.75,5.63,5.78,4.07,32754.83,849008.7,"330 Alexander Square
North Allison, NV 01942-2914",208601.65
79354.05,6.99,8.15,6.22,39092.19,1656785.45,"0498 Alexander Overpass
Joshuaville, MT 11328-4143",266364.22
63151.16,8.38,9.92,5.04,42266.29,1896650.32,"4586 David Island
Sandersburgh, TX 07931-0591",376319.51
68805.02,6.1,8.13,6.37,40744.09,1300362.03,"416 Cesar Points Suite 572
Smithmouth, AK 47239-2228",204138.47
